pie_version,product,sysversion,vaid,imei,day,id,start_time,end_time,formatted_start_time,formatted_end_time,name,charge,screen,foreground_duration,background_duration,foreground_energy,background_energy,foreground_energy_per_hour,background_energy_per_hour,total_energy_per_hour,event_date,anomaly_label,anomaly_score,is_anomaly
Android 9,vivo iQOO 9,V13.1.2.0,VA755674,671576992018855,Friday,ID000011,1748335372,1748347025,2025-05-27 04:42:52,2025-05-27 07:57:05,com.UCMobile,80,0,1164,10489,10,81,30.93,27.8,28.11,2025-05-27,1,0.1345475752944283,False
Android 9,vivo X90,V12.5.3.0,VA972064,446229368736557,Tuesday,ID000012,1748754592,1748758016,2025-06-01 01:09:52,2025-06-01 02:06:56,com.youku.phone,64,0,221,3203,197,67,3209.05,75.3,277.57,2025-06-01,1,0.03005292582879393,False
Android 9,vivo X80,V12.1.0.0,VA676510,398427921842859,Friday,ID000013,1746466732,1746482070,2025-05-05 13:38:52,2025-05-05 17:54:30,com.ss.android.ugc.aweme,72,1,1164,14174,196,93,606.19,23.62,67.83,2025-05-05,1,0.10594062318757141,False
Android 9,vivo NEX 3S,V12.5.3.0,VA559381,682740731567051,Thursday,ID000014,1748584312,1748589805,2025-05-30 01:51:52,2025-05-30 03:23:25,com.tencent.tmgp.sgame,28,0,4289,1204,1634,435,1371.51,1300.66,1355.98,2025-05-30,-1,-0.11779570104234116,True
Android 9,vivo X90,V13.1.2.0,VA340062,179776141735484,Friday,ID000015,1748233432,1748238563,2025-05-26 00:23:52,2025-05-26 01:49:23,com.tencent.tmgp.sgame,90,1,1164,3967,195,78,603.09,70.78,191.54,2025-05-26,1,0.11407847503156893,False
Android 9,vivo Y76s,V13.0.1.0,VA198907,841947426764075,Thursday,ID000016,1747870792,1747875032,2025-05-21 19:39:52,2025-05-21 20:50:32,com.tencent.mm,66,1,1553,2687,182,88,421.89,117.9,229.25,2025-05-21,1,0.08303977263809859,False
Android 9,vivo NEX 3S,V12.5.3.0,VA939482,223028744082014,Tuesday,ID000017,1748327512,1748333242,2025-05-27 02:31:52,2025-05-27 04:07:22,com.alibaba.android.rimet,75,1,924,4806,81,64,315.58,47.94,91.1,2025-05-27,1,0.16848864705772193,False
Android 9,vivo iQOO 9,V13.1.2.0,VA153045,287248704445888,Thursday,ID000018,1747518772,1747523449,2025-05-17 17:52:52,2025-05-17 19:10:49,com.eg.android.AlipayGphone,84,1,180,4497,107,5,2140.0,4.0,86.21,2025-05-17,1,0.12502189413264236,False
Android 9,vivo S15,V12.1.0.0,VA830429,922477463930051,Sunday,ID000019,1747322452,1747329561,2025-05-15 11:20:52,2025-05-15 13:19:21,com.tencent.mm,94,1,448,6661,65,12,522.32,6.49,38.99,2025-05-15,1,0.15052326479699318,False
Android 9,vivo X90,V13.1.2.0,VA712554,666160341782506,Sunday,ID000020,1747468972,1747474040,2025-05-17 04:02:52,2025-05-17 05:27:20,com.android.phone,64,0,224,4844,27,81,433.93,60.2,76.72,2025-05-17,1,0.12491749419980225,False
Android 9,vivo Y76s,V13.1.2.0,VA697347,751805294327828,Friday,ID000021,1748714452,1748726767,2025-05-31 14:00:52,2025-05-31 17:26:07,com.netease.cloudmusic,76,1,1255,11060,143,45,410.2,14.65,54.96,2025-05-31,1,0.17897015755644408,False
Android 9,vivo X80,V12.5.3.0,VA515011,856254108630309,Saturday,ID000022,1748040352,1748042512,2025-05-23 18:45:52,2025-05-23 19:21:52,com.alibaba.android.rimet,66,0,208,1952,127,84,2198.08,154.92,351.67,2025-05-23,1,0.022679503221169406,False
Android 9,vivo iQOO 9,V12.5.3.0,VA238890,492950566229566,Monday,ID000023,1746423772,1746435429,2025-05-05 01:42:52,2025-05-05 04:57:09,com.android.chrome,93,1,957,10700,190,43,714.73,14.47,71.96,2025-05-05,1,0.143591037459041,False
Android 9,vivo NEX 3S,V13.1.2.0,VA240814,229958256314863,Monday,ID000024,1746820612,1746827160,2025-05-09 15:56:52,2025-05-09 17:46:00,com.android.phone,73,1,1298,5250,193,48,535.29,32.91,132.5,2025-05-09,1,0.1390770026850252,False
Android 9,vivo iQOO 9,V12.1.0.0,VA363319,157195418501312,Monday,ID000025,1747091572,1747098903,2025-05-12 19:12:52,2025-05-12 21:15:03,com.taobao.taobao,76,1,67,7264,43,86,2310.45,42.62,63.35,2025-05-12,1,0.11737540170226979,False
Android 9,vivo iQOO 9,V12.1.0.0,VA688153,225958547420838,Monday,ID000026,1746194932,1746202914,2025-05-02 10:08:52,2025-05-02 12:21:54,com.sankuai.meituan,69,0,133,7849,159,75,4303.76,34.4,105.54,2025-05-02,1,0.07809661806742274,False
Android 9,vivo X90,V12.5.3.0,VA482364,144920464671025,Wednesday,ID000027,1748274652,1748286409,2025-05-26 11:50:52,2025-05-26 15:06:49,com.tencent.tmgp.sgame,69,0,784,10973,114,84,523.47,27.56,60.63,2025-05-26,1,0.16391919085150525,False
Android 9,vivo X80,V12.1.0.0,VA125990,929294530696339,Wednesday,ID000028,1746659692,1746667122,2025-05-07 19:14:52,2025-05-07 21:18:42,com.jingdong.app.mall,66,0,1565,5865,78,25,179.42,15.35,49.91,2025-05-07,1,0.16603950102084575,False
Android 9,vivo Y76s,V13.0.1.0,VA309267,493678679338708,Wednesday,ID000029,1746597112,1746607856,2025-05-07 01:51:52,2025-05-07 04:50:56,com.alibaba.android.rimet,37,1,9928,816,1172,485,424.98,2139.71,555.21,2025-05-07,-1,-0.024356152349874094,True
Android 9,vivo S15,V11.2.1.0,VA519093,703725701459341,Wednesday,ID000030,1746277132,1746282451,2025-05-03 08:58:52,2025-05-03 10:27:31,com.tencent.mobileqq,62,1,594,4725,158,38,957.58,28.95,132.66,2025-05-03,1,0.14773561206493407,False
Android 9,vivo S15,V12.5.3.0,VA557592,230204130123565,Thursday,ID000031,1746384832,1746395287,2025-05-04 14:53:52,2025-05-04 17:48:07,com.android.phone,94,0,1511,8944,10,71,23.83,28.58,27.89,2025-05-04,1,0.11562318278809475,False
Android 9,vivo S15,V12.1.0.0,VA173372,847865255800877,Wednesday,ID000032,1747189432,1747197686,2025-05-13 22:23:52,2025-05-14 00:41:26,com.baidu.BaiduMap,86,1,1534,6720,139,44,326.21,23.57,79.82,2025-05-13,1,0.17016908896477162,False
Android 9,vivo NEX 3S,V12.5.3.0,VA681343,315990157045494,Thursday,ID000033,1747009372,1747021672,2025-05-11 20:22:52,2025-05-11 23:47:52,com.youku.phone,85,0,416,11884,155,43,1341.35,13.03,57.95,2025-05-11,1,0.16048254164919917,False
Android 9,vivo S15,V12.5.3.0,VA320392,984683504952904,Friday,ID000034,1747154752,1747168586,2025-05-13 12:45:52,2025-05-13 16:36:26,com.taobao.taobao,90,0,965,12869,64,70,238.76,19.58,34.87,2025-05-13,1,0.14495383886164775,False
Android 9,vivo S15,V11.2.1.0,VA796101,797226234456439,Wednesday,ID000035,1748668972,1748675745,2025-05-31 01:22:52,2025-05-31 03:15:45,com.tencent.tmgp.sgame,62,1,1711,5062,47,8,98.89,5.69,29.23,2025-05-31,1,0.13439468454154674,False
Android 9,vivo iQOO 9,V13.1.2.0,VA577538,748147629526492,Tuesday,ID000036,1746888112,1746892888,2025-05-10 10:41:52,2025-05-10 12:01:28,com.tencent.mobileqq,60,1,559,4217,177,93,1139.89,79.39,203.52,2025-05-10,1,0.08932154969224032,False
Android 9,vivo X80,V13.0.1.0,VA943170,883530703274800,Friday,ID000037,1747654252,1747659837,2025-05-19 07:30:52,2025-05-19 09:03:57,com.android.phone,89,1,1797,3788,126,22,252.42,20.91,95.4,2025-05-19,1,0.1492181133490606,False
Android 9,vivo Y76s,V11.2.1.0,VA954596,580467274507331,Sunday,ID000038,1746301072,1746312232,2025-05-03 15:37:52,2025-05-03 18:43:52,com.android.systemui,75,1,1583,9577,125,38,284.27,14.28,52.58,2025-05-03,1,0.17742775915747971,False
Android 9,vivo iQOO 9,V12.1.0.0,VA757193,409169953388441,Thursday,ID000039,1748616472,1748624257,2025-05-30 10:47:52,2025-05-30 12:57:37,com.sina.weibo,68,0,747,7038,148,15,713.25,7.67,75.38,2025-05-30,1,0.17527656681415926,False
Android 9,vivo Y76s,V13.0.1.0,VA840734,172315283283372,Thursday,ID000040,1747708312,1747713687,2025-05-19 22:31:52,2025-05-20 00:01:27,com.tencent.qqlive,61,1,187,5188,117,54,2252.41,37.47,114.53,2025-05-19,1,0.12149710468304681,False
Android 9,vivo Y76s,V13.1.2.0,VA468845,948334632902910,Thursday,ID000041,1746487912,1746500773,2025-05-05 19:31:52,2025-05-05 23:06:13,com.eg.android.AlipayGphone,74,1,1178,11683,66,67,201.7,20.65,37.23,2025-05-05,1,0.1668854744807427,False
Android 9,vivo Y76s,V13.1.2.0,VA507746,853085304313326,Saturday,ID000042,1746663592,1746668500,2025-05-07 20:19:52,2025-05-07 21:41:40,com.jingdong.app.mall,61,0,1017,3891,169,73,598.23,67.54,177.51,2025-05-07,1,0.12234778208247343,False
Android 9,vivo X90,V12.1.0.0,VA242291,619827909900387,Tuesday,ID000043,1748752912,1748761058,2025-06-01 00:41:52,2025-06-01 02:57:38,com.sankuai.meituan,77,1,991,7155,96,53,348.74,26.67,65.85,2025-06-01,1,0.18466259766279636,False
Android 9,vivo X90,V12.1.0.0,VA120324,707333067525576,Monday,ID000044,1746237112,1746251249,2025-05-02 21:51:52,2025-05-03 01:47:29,com.netease.cloudmusic,75,0,1659,12478,20,8,43.4,2.31,7.13,2025-05-02,1,0.09578280313631327,False
Android 9,vivo iQOO 9,V13.0.1.0,VA350132,633182077207700,Saturday,ID000045,1748544772,1748559720,2025-05-29 14:52:52,2025-05-29 19:02:00,com.taobao.taobao,67,1,584,14364,104,26,641.1,6.52,31.31,2025-05-29,1,0.12212389029882725,False
Android 9,vivo X90,V11.2.1.0,VA126925,451233530105014,Friday,ID000046,1747010452,1747013963,2025-05-11 20:40:52,2025-05-11 21:39:23,com.tencent.mobileqq,75,1,466,3045,161,93,1243.78,109.95,260.44,2025-05-11,1,0.09167582304896643,False
Android 9,vivo NEX 3S,V11.2.1.0,VA944657,996471863752425,Friday,ID000047,1746704632,1746713917,2025-05-08 07:43:52,2025-05-08 10:18:37,com.android.chrome,81,1,1414,7871,27,69,68.74,31.56,37.22,2025-05-08,1,0.16180701004643727,False
Android 9,vivo Y76s,V13.1.2.0,VA554582,507789796469911,Saturday,ID000048,1746397252,1746411494,2025-05-04 18:20:52,2025-05-04 22:18:14,com.android.settings,77,1,420,13822,143,88,1225.71,22.92,58.39,2025-05-04,1,0.1294436288495927,False
Android 9,vivo Y76s,V12.1.0.0,VA965845,767067395377315,Wednesday,ID000049,1747977172,1747986988,2025-05-23 01:12:52,2025-05-23 03:56:28,com.baidu.BaiduMap,84,0,631,9185,72,64,410.78,25.08,49.88,2025-05-23,1,0.18513590662050722,False
Android 9,vivo Y76s,V12.5.3.0,VA290672,338823750505117,Wednesday,ID000050,1746679492,1746694060,2025-05-08 00:44:52,2025-05-08 04:47:40,com.qiyi.video,60,0,1280,13288,80,76,225.0,20.59,38.55,2025-05-08,1,0.12585124490578653,False
Android 9,vivo X90,V13.0.1.0,VA855053,650088271965283,Friday,ID000051,1746768112,1746779470,2025-05-09 01:21:52,2025-05-09 04:31:10,com.ss.android.ugc.aweme,65,0,1517,9841,124,7,294.26,2.56,41.52,2025-05-09,1,0.14361801305027594,False
Android 9,vivo Y76s,V13.0.1.0,VA421080,754774910929074,Wednesday,ID000052,1747510372,1747522776,2025-05-17 15:32:52,2025-05-17 18:59:36,com.eg.android.AlipayGphone,89,1,1587,10817,94,50,213.23,16.64,41.79,2025-05-17,1,0.16751464672190086,False
Android 9,vivo S15,V13.0.1.0,VA226516,316830226863903,Wednesday,ID000053,1748525512,1748531818,2025-05-29 09:31:52,2025-05-29 11:16:58,com.eg.android.AlipayGphone,90,1,1473,4833,59,32,144.2,23.84,51.95,2025-05-29,1,0.15458109914956586,False
Android 9,vivo X90,V13.0.1.0,VA410636,506313473168958,Tuesday,ID000054,1748089252,1748092418,2025-05-24 08:20:52,2025-05-24 09:13:38,com.sina.weibo,78,1,621,2545,23,75,133.33,106.09,111.43,2025-05-24,1,0.10890572228054535,False
Android 9,vivo X90,V13.1.2.0,VA701949,628492652033617,Thursday,ID000055,1747623292,1747633496,2025-05-18 22:54:52,2025-05-19 01:44:56,com.UCMobile,85,0,577,9627,39,13,243.33,4.86,18.35,2025-05-18,1,0.1518159726182884,False
Android 9,vivo iQOO 9,V13.1.2.0,VA259097,195903629715998,Tuesday,ID000056,1748546272,1748559484,2025-05-29 15:17:52,2025-05-29 18:58:04,com.dianping.v1,84,1,1280,11932,67,71,188.44,21.42,37.6,2025-05-29,1,0.1643073977570511,False
Android 9,vivo S15,V11.2.1.0,VA549660,740217726674501,Friday,ID000057,1748711932,1748740950,2025-05-31 13:18:52,2025-05-31 21:22:30,com.android.phone,18,0,28593,425,1781,416,224.24,3523.76,272.56,2025-05-31,-1,-0.0668214754799521,True
Android 9,vivo X80,V13.0.1.0,VA282256,184514442272039,Tuesday,ID000058,1748821072,1748828665,2025-06-01 19:37:52,2025-06-01 21:44:25,com.ss.android.ugc.aweme,78,1,1022,6571,18,34,63.41,18.63,24.65,2025-06-01,1,0.15199216421687012,False
Android 9,vivo X90,V13.0.1.0,VA377405,990865500231928,Saturday,ID000059,1747235692,1747240302,2025-05-14 11:14:52,2025-05-14 12:31:42,com.eg.android.AlipayGphone,69,0,930,3680,149,33,576.77,32.28,142.13,2025-05-14,1,0.15577052050722662,False
Android 9,vivo X90,V13.1.2.0,VA273982,446340977128615,Friday,ID000060,1746814072,1746823865,2025-05-09 14:07:52,2025-05-09 16:51:05,com.eg.android.AlipayGphone,85,1,314,9479,186,43,2132.48,16.33,84.18,2025-05-09,1,0.1423345369538846,False
Android 9,vivo Y76s,V13.1.2.0,VA727086,927010693295678,Wednesday,ID000061,1747199092,1747226499,2025-05-14 01:04:52,2025-05-14 08:41:39,com.android.phone,34,1,25695,1712,1678,221,235.1,464.72,249.44,2025-05-14,-1,-0.0801045810074279,True
Android 9,vivo iQOO 9,V13.1.2.0,VA900177,297249621218700,Thursday,ID000062,1747413472,1747425293,2025-05-16 12:37:52,2025-05-16 15:54:53,com.alibaba.android.rimet,91,1,431,11390,121,86,1010.67,27.18,63.04,2025-05-16,1,0.14095903570199597,False
Android 9,vivo S15,V12.1.0.0,VA449499,854502578790333,Monday,ID000063,1746517492,1746525088,2025-05-06 03:44:52,2025-05-06 05:51:28,com.tencent.mm,95,1,1074,6522,179,56,600.0,30.91,111.37,2025-05-06,1,0.12658386391880355,False
Android 9,vivo X90,V12.5.3.0,VA364659,230516854641185,Sunday,ID000064,1747772032,1747784127,2025-05-20 16:13:52,2025-05-20 19:35:27,com.netease.cloudmusic,63,1,1406,10689,128,57,327.74,19.2,55.06,2025-05-20,1,0.15972879072655877,False
Android 9,vivo iQOO 9,V12.1.0.0,VA755788,955671053064329,Monday,ID000065,1748320252,1748329879,2025-05-27 00:30:52,2025-05-27 03:11:19,com.android.chrome,67,0,649,8978,188,67,1042.84,26.87,95.36,2025-05-27,1,0.15301363254536293,False
Android 9,vivo NEX 3S,V13.0.1.0,VA425845,115395528624414,Friday,ID000066,1747738312,1747747964,2025-05-20 06:51:52,2025-05-20 09:32:44,com.UCMobile,69,1,292,9360,40,87,493.15,33.46,47.37,2025-05-20,1,0.15720727790008532,False
Android 9,vivo iQOO 9,V12.5.3.0,VA535673,643248228579296,Thursday,ID000067,1748212252,1748224322,2025-05-25 18:30:52,2025-05-25 21:52:02,com.alibaba.android.rimet,68,1,450,11620,140,100,1120.0,30.98,71.58,2025-05-25,1,0.13662538291393123,False
Android 9,vivo Y76s,V12.5.3.0,VA925981,400808805226675,Sunday,ID000068,1748834392,1748846955,2025-06-01 23:19:52,2025-06-02 02:49:15,com.dianping.v1,69,1,1262,11301,178,67,507.77,21.34,70.21,2025-06-01,1,0.15229736622504764,False
Android 9,vivo S15,V12.5.3.0,VA678727,711847137632187,Thursday,ID000069,1747620652,1747627852,2025-05-18 22:10:52,2025-05-19 00:10:52,com.sankuai.meituan,74,0,1488,5712,156,54,377.42,34.03,105.0,2025-05-18,1,0.16185471055526457,False
Android 9,vivo S15,V12.1.0.0,VA839485,534686687468884,Saturday,ID000070,1746637012,1746641015,2025-05-07 12:56:52,2025-05-07 14:03:35,com.tencent.mobileqq,81,1,135,3868,138,80,3680.0,74.46,196.05,2025-05-07,1,0.07636297749795923,False
Android 9,vivo X90,V11.2.1.0,VA579123,913398152303096,Tuesday,ID000071,1747673812,1747686789,2025-05-19 12:56:52,2025-05-19 16:33:09,com.alibaba.android.rimet,30,1,12284,693,1776,607,520.48,3153.25,661.08,2025-05-19,-1,-0.06456688772208197,True
Android 9,vivo NEX 3S,V11.2.1.0,VA498468,456529333239307,Saturday,ID000072,1746911452,1746915697,2025-05-10 17:10:52,2025-05-10 18:21:37,com.tencent.tmgp.sgame,78,0,1324,2921,70,85,190.33,104.76,131.45,2025-05-10,1,0.12971199178566972,False
Android 9,vivo Y76s,V13.1.2.0,VA897305,892510087384111,Sunday,ID000073,1748559352,1748562024,2025-05-29 18:55:52,2025-05-29 19:40:24,com.autonavi.minimap,78,1,119,2553,93,12,2813.45,16.92,141.47,2025-05-29,1,0.0879722871571395,False
Android 9,vivo Y76s,V13.0.1.0,VA356059,563927468786714,Friday,ID000074,1747036552,1747045927,2025-05-12 03:55:52,2025-05-12 06:32:07,com.UCMobile,75,0,1308,8067,168,92,462.39,41.06,99.84,2025-05-12,1,0.14565956593057622,False
Android 9,vivo X80,V12.1.0.0,VA768891,617428685875381,Wednesday,ID000075,1747051732,1747065282,2025-05-12 08:08:52,2025-05-12 11:54:42,com.dianping.v1,64,1,649,12901,149,25,826.5,6.98,46.23,2025-05-12,1,0.14290194129250722,False
Android 9,vivo iQOO 9,V12.5.3.0,VA769975,577733344217478,Saturday,ID000076,1748124712,1748135275,2025-05-24 18:11:52,2025-05-24 21:07:55,com.tencent.qqlive,84,1,847,9716,37,35,157.26,12.97,24.54,2025-05-24,1,0.17195873373818082,False
Android 9,vivo iQOO 9,V12.5.3.0,VA833247,124701624925744,Sunday,ID000077,1747010932,1747038597,2025-05-11 20:48:52,2025-05-12 04:29:57,com.ss.android.ugc.aweme,36,0,26072,1593,600,708,82.85,1600.0,170.21,2025-05-11,-1,-0.08514548934138089,True
Android 9,vivo iQOO 9,V12.5.3.0,VA329642,314068199252899,Friday,ID000078,1748099872,1748114237,2025-05-24 11:17:52,2025-05-24 15:17:17,com.android.systemui,66,0,1410,12955,45,85,114.89,23.62,32.58,2025-05-24,1,0.14125753019701098,False
Android 9,vivo S15,V12.1.0.0,VA134985,510798931243748,Saturday,ID000079,1748513272,1748523469,2025-05-29 06:07:52,2025-05-29 08:57:49,com.youku.phone,68,1,1590,8607,54,30,122.26,12.55,29.66,2025-05-29,1,0.16886008958179533,False
Android 9,vivo iQOO 9,V11.2.1.0,VA385765,285262686198425,Wednesday,ID000080,1746306892,1746311331,2025-05-03 17:14:52,2025-05-03 18:28:51,com.tencent.tmgp.sgame,69,1,753,3686,129,14,616.73,13.67,115.97,2025-05-03,1,0.16185070760671166,False
Android 9,vivo iQOO 9,V12.5.3.0,VA194689,544253338214948,Monday,ID000081,1748116732,1748132240,2025-05-24 15:58:52,2025-05-24 20:17:20,com.android.systemui,84,1,1437,14071,182,38,455.95,9.72,51.07,2025-05-24,1,0.1362952869815015,False
Android 9,vivo X90,V13.0.1.0,VA594379,797545746023406,Friday,ID000082,1747936312,1747947079,2025-05-22 13:51:52,2025-05-22 16:51:19,com.tencent.mobileqq,86,0,1361,9406,189,43,499.93,16.46,77.57,2025-05-22,1,0.15907867250005558,False
Android 9,vivo X90,V13.1.2.0,VA419149,654647764146342,Monday,ID000083,1748581792,1748591879,2025-05-30 01:09:52,2025-05-30 03:57:59,com.sankuai.meituan,94,0,855,9232,104,90,437.89,35.1,69.24,2025-05-30,1,0.15192042163007058,False
Android 9,vivo Y76s,V13.1.2.0,VA974190,793162578663663,Thursday,ID000084,1746248632,1746258200,2025-05-03 01:03:52,2025-05-03 03:43:20,com.tencent.mobileqq,83,1,504,9064,123,35,878.57,13.9,59.45,2025-05-03,1,0.17791130525887044,False
Android 9,vivo iQOO 9,V12.5.3.0,VA163491,410613744843469,Tuesday,ID000085,1746263512,1746276417,2025-05-03 05:11:52,2025-05-03 08:46:57,com.tencent.mm,61,1,247,12658,64,87,932.79,24.74,42.12,2025-05-03,1,0.12533219740568907,False
Android 9,vivo X80,V13.0.1.0,VA925206,331041600597679,Monday,ID000086,1746561172,1746568514,2025-05-06 15:52:52,2025-05-06 17:55:14,com.eg.android.AlipayGphone,60,0,1725,5617,94,23,196.17,14.74,57.37,2025-05-06,1,0.13507653307046646,False
Android 9,vivo X80,V11.2.1.0,VA362829,296468118611685,Monday,ID000087,1747054672,1747067273,2025-05-12 08:57:52,2025-05-12 12:27:53,com.eg.android.AlipayGphone,15,0,11396,1205,1163,216,367.39,645.31,393.97,2025-05-12,-1,-0.0297746395411268,True
Android 9,vivo X80,V12.1.0.0,VA651640,939542040436457,Monday,ID000088,1747520212,1747525073,2025-05-17 18:16:52,2025-05-17 19:37:53,com.android.settings,74,0,1275,3586,125,69,352.94,69.27,143.67,2025-05-17,1,0.15201095578207235,False
Android 9,vivo NEX 3S,V11.2.1.0,VA416282,824335316846150,Monday,ID000089,1748725912,1748730945,2025-05-31 17:11:52,2025-05-31 18:35:45,com.alibaba.android.rimet,88,0,1465,3568,135,96,331.74,96.86,165.23,2025-05-31,1,0.11466135400536276,False
Android 9,vivo S15,V11.2.1.0,VA255539,242077800254737,Wednesday,ID000090,1747153732,1747162497,2025-05-13 12:28:52,2025-05-13 14:54:57,com.dianping.v1,78,1,725,8040,162,72,804.41,32.24,96.11,2025-05-13,1,0.1684441928144907,False
Android 9,vivo X90,V13.1.2.0,VA994217,832865966589110,Sunday,ID000091,1747314652,1747321179,2025-05-15 09:10:52,2025-05-15 10:59:39,com.jingdong.app.mall,89,1,984,5543,115,48,420.73,31.17,89.9,2025-05-15,1,0.17226805546594454,False
Android 9,vivo NEX 3S,V13.1.2.0,VA427730,451871323629556,Saturday,ID000092,1748138212,1748142142,2025-05-24 21:56:52,2025-05-24 23:02:22,com.sankuai.meituan,65,0,1031,2899,33,15,115.23,18.63,43.97,2025-05-24,1,0.15455708625064618,False
Android 9,vivo NEX 3S,V12.5.3.0,VA951201,726417243995922,Monday,ID000093,1747251052,1747259892,2025-05-14 15:30:52,2025-05-14 17:58:12,com.tencent.mm,87,1,310,8530,100,90,1161.29,37.98,77.38,2025-05-14,1,0.15250045697354442,False
Android 9,vivo iQOO 9,V12.5.3.0,VA468727,750675105403149,Friday,ID000094,1748334232,1748339600,2025-05-27 04:23:52,2025-05-27 05:53:20,com.tencent.mobileqq,83,1,1795,3573,99,76,198.55,76.57,117.36,2025-05-27,1,0.1330026895423541,False
Android 9,vivo iQOO 9,V13.0.1.0,VA946432,790822390041227,Saturday,ID000095,1747080292,1747094860,2025-05-12 16:04:52,2025-05-12 20:07:40,com.eg.android.AlipayGphone,71,1,1407,13161,78,8,199.57,2.19,21.25,2025-05-12,1,0.13261973238748848,False
Android 9,vivo S15,V12.5.3.0,VA106402,737618575122736,Saturday,ID000096,1747825012,1747828437,2025-05-21 06:56:52,2025-05-21 07:53:57,com.sankuai.meituan,84,1,122,3303,145,32,4278.69,34.88,186.04,2025-05-21,1,0.07459495101894598,False
Android 9,vivo S15,V13.0.1.0,VA488028,912445942118248,Wednesday,ID000097,1746728872,1746734513,2025-05-08 14:27:52,2025-05-08 16:01:53,com.alibaba.android.rimet,31,1,5323,318,822,250,555.93,2830.19,684.13,2025-05-08,-1,-0.06208464789363788,True
Android 9,vivo Y76s,V12.1.0.0,VA609253,597699122664781,Thursday,ID000098,1748153872,1748163481,2025-05-25 02:17:52,2025-05-25 04:58:01,com.qiyi.video,91,1,766,8843,38,41,178.59,16.69,29.6,2025-05-25,1,0.16256413633261163,False
Android 9,vivo X90,V13.0.1.0,VA514463,774782245069160,Monday,ID000099,1748846812,1748852491,2025-06-02 02:46:52,2025-06-02 04:21:31,com.tencent.mobileqq,80,0,1631,4048,75,42,165.54,37.35,74.17,2025-06-02,1,0.17047886783882277,False
Android 9,vivo Y76s,V12.1.0.0,VA284229,528075650273404,Friday,ID000100,1746941632,1746950662,2025-05-11 01:33:52,2025-05-11 04:04:22,com.sankuai.meituan,62,0,1428,7602,28,55,70.59,26.05,33.09,2025-05-11,1,0.1519393711748514,False
Android 9,vivo Y76s,V13.1.2.0,VA428267,583332322554832,Friday,ID000101,1747751152,1747759883,2025-05-20 10:25:52,2025-05-20 12:51:23,com.android.settings,70,1,295,8436,15,46,183.05,19.63,25.15,2025-05-20,1,0.14686614452616548,False
